event_id,index,match_id,frame_start,frame_end,frame_physical_start,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_player_possession_frame_end,associated_player_possession_end_type_id,associated_player_possession_end_type,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,consecutive_on_ball_engagements,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_distance_to_goal_start,player_targeted_distance_to_goal_end,player_targeted_angle_to_goal_start,player_targeted_angle_to_goal_end,player_targeted_average_speed,player_targeted_speed_avg_band_id,player_targeted_speed_avg_band,speed_difference,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,n_player_targeted_opponents_ahead_start,n_player_targeted_opponents_ahead_end,n_player_targeted_teammates_ahead_start,n_player_targeted_teammates_ahead_end,n_player_targeted_teammates_within_5m_start,n_player_targeted_teammates_within_5m_end,n_player_targeted_opponents_within_5m_start,n_player_targeted_opponents_within_5m_end,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_distance_start,interplayer_distance_end,interplayer_distance_min,interplayer_distance_start_physical,close_at_player_possession_start,interplayer_angle,interplayer_direction_id,interplayer_direction,angle_of_engagement,goal_side_start,goal_side_end,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_simultaneous_passing_options,passing_option_at_pass_moment,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,pressing_chain,pressing_chain_length,pressing_chain_end_type_id,pressing_chain_end_type,pressing_chain_index,index_in_pressing_chain,simultaneous_defensive_engagement_same_target,simultaneous_defensive_engagement_same_target_rank,affected_line_breaking_passing_option_id,affected_line_break_id,affected_line_break,affected_line_breaking_passing_option_attempted,affected_line_breaking_passing_option_xthreat,affected_line_breaking_passing_option_dangerous,affected_line_breaking_passing_option_run_subtype_id,affected_line_breaking_passing_option_run_subtype,possession_danger,beaten_by_possession,beaten_by_movement,stop_possession_danger,reduce_possession_danger,force_backward,xloss_player_possession_start,xloss_player_possession_end,xloss_player_possession_max,xshot_player_possession_start,xshot_player_possession_end,xshot_player_possession_max,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated,reception_difficulty_start_id,reception_difficulty_start,time_to_impact_start_id,time_to_impact_start,time_to_impact_end_id,time_to_impact_end,space_constraint_start_id,space_constraint_start,passing_option_ease_start_id,passing_option_ease_start,passing_option_ease_end_id,passing_option_ease_end,overall_pressure_start_id,overall_pressure_start,overall_pressure_end_id,overall_pressure_end
8_0,0,2002584,28,58,,00:01.8,00:04.8,0,1,3.0,1,1,left_to_right,8,player_possession,,,24123,R. Araújo,6,RCB,,,,,264,FC Barcelona,-19.97,-5.82,3,center,1,defensive_third,False,-18.34,-6.58,3,center,1,defensive_third,False,,,,,,,,,3,drawing,0,0,0,1,True,False,True,True,1,False,1,create,9,medium_block,6,direct,15,defending_direct,,,,,,,,,False,False,3.22,-25.0,1,forward,False,False,4.3,1,jogging,17.57,9.81,-7.76,16.14,19.86,36.11,38.2,2.09,36.36,32.64,-3.72,False,False,13,unknown,1,pass,,False,False,True,False,False,False,False,,,,,,,2,unsuccessful,7_3,,16062,Raphinha,16,LW,16.54,20.68,1,wide_left,2,middle_third,False,,,,,,,,,,,,,,,,0.5436,True,0.0103,False,5,2,0,0,0,0,5,0,0,3,2,3,2,3,5,9,9,,,,,,,,,False,,,,,,,,,,,,,,,,44.27,3,long,,,,,,38.01,1,forward,,,,,,,,,,True,10,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,,,,,1,very_easy,,,,,2,easy,,,1,no_pressure
7_0,1,2002584,28,31,,00:01.8,00:02.1,0,1,0.3,1,1,left_to_right,7,passing_option,,,12378,F. de Jong,11,RDM,24123,R. Araújo,6,RCB,264,FC Barcelona,-9.62,2.74,3,center,2,middle_third,False,-9.6,2.69,3,center,2,middle_third,False,8_0,28,,,,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.09,-71.57,4,sideway_right,False,False,,,,12.29,12.08,-0.21,16.14,15.99,25.76,25.59,-0.17,36.36,36.51,0.15,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,424,3,False,,,False,,,False,,,,,,,13.43,1,short,,,,,,39.59,1,forward,,,,,,,,,,True,10,10,0,3,ahead,3,ahead,13.43,13.66,-19.97,-5.82,3,center,1,defensive_third,False,-20.13,-6.01,3,center,1,defensive_third,False,False,False,,False,False,0.0002,0.9968,0.6964,True,28,True,,,,,,,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,True,,,,,,,,,,,,,,,,
7_1,2,2002584,28,36,,00:01.8,00:02.6,0,1,0.8,1,1,left_to_right,7,passing_option,,,4465,Íñigo Martínez,4,LCB,24123,R. Araújo,6,RCB,264,FC Barcelona,-17.23,9.63,2,half_space_left,2,middle_third,False,-17.23,9.98,2,half_space_left,2,middle_third,False,8_0,28,,,,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.36,90.0,3,sideway_left,False,False,,,,18.0,17.62,-0.38,16.14,15.97,33.37,33.2,-0.17,36.36,36.53,0.17,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,424,3,False,,,False,,,False,,,,,,,15.69,2,medium,,,,,,79.94,3,sideway_left,,,,,,,,,,False,10,10,0,2,same_line,3,ahead,15.69,16.58,-19.97,-5.82,3,center,1,defensive_third,False,-20.49,-6.28,3,center,1,defensive_third,False,False,False,,False,False,0.0001,0.9977,0.813,True,28,True,,,,,,,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,True,,,,,,,,,,,,,,,,
7_2,3,2002584,28,51,,00:01.8,00:04.1,0,1,2.3,1,1,left_to_right,7,passing_option,,,11630,J. Koundé,8,RB,24123,R. Araújo,6,RCB,264,FC Barcelona,-14.94,-21.06,5,wide_right,2,middle_third,False,-14.78,-22.56,5,wide_right,2,middle_third,False,8_0,28,,,,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,2.0,-83.91,4,sideway_right,False,False,2.83,1,jogging,18.32,15.66,-2.66,16.14,17.83,31.08,32.61,1.53,36.36,34.67,-1.69,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,451,2,,,,False,,,False,,,,,,,16.47,2,medium,,,,,,-71.05,4,sideway_right,,,,,,,,,,True,10,10,0,3,ahead,3,ahead,16.05,16.44,-19.97,-5.82,3,center,1,defensive_third,False,-19.46,-6.8,3,center,1,defensive_third,False,False,False,,False,False,0.0002,0.999,0.9384,True,36,True,,,,,,,4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,,,,,,,,,,,,,,,,
1_0,4,2002584,41,58,,00:03.1,00:04.8,0,3,1.7,1,1,left_to_right,1,off_ball_run,1,behind,16062,Raphinha,16,LW,24123,R. Araújo,6,RCB,264,FC Barcelona,5.8,19.41,2,half_space_left,2,middle_third,False,16.54,20.68,1,wide_left,2,middle_third,False,8_0,28,,,,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,10.12,6.74,1,forward,False,False,24.57,3,hsr,7.37,6.14,-1.22,16.28,19.86,10.48,3.32,-7.16,36.22,32.64,-3.58,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,36.93,44.27,-20.48,-6.54,3,center,1,defensive_third,False,-18.34,-6.58,3,center,1,defensive_third,False,True,False,,False,True,0.0103,0.5436,0.8394,True,,False,3,False,True,False,False,False,,,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
1_1,5,2002584,42,58,,00:03.2,00:04.8,0,3,1.6,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,9106,R. Lewandowski,19,CF,24123,R. Araújo,6,RCB,264,FC Barcelona,6.56,13.16,2,half_space_left,2,middle_third,False,14.47,14.06,2,half_space_left,2,middle_third,False,8_0,28,,,,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,7.96,6.49,1,forward,False,False,17.83,2,running,4.03,4.82,0.8,16.37,19.86,9.81,5.39,-4.42,36.13,32.64,-3.49,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,33.44,38.76,-20.42,-6.59,3,center,1,defensive_third,False,-18.34,-6.58,3,center,1,defensive_third,False,False,False,,False,True,0.0109,0.5969,0.7749,True,,False,3,False,,,,False,,,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
7_3,6,2002584,46,58,,00:03.6,00:04.8,0,3,1.2,1,1,left_to_right,7,passing_option,,,16062,Raphinha,16,LW,24123,R. Araújo,6,RCB,264,FC Barcelona,8.45,19.69,2,half_space_left,2,middle_third,False,16.54,20.68,1,wide_left,2,middle_third,False,8_0,28,,,,1_0,1,behind,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,8.15,6.98,1,forward,False,False,24.36,3,hsr,9.39,6.14,-3.25,16.82,19.86,8.37,3.32,-5.05,35.68,32.64,-3.04,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,44.27,3,long,,,,,,38.01,1,forward,,,,,,,,,,True,10,3,7,3,ahead,3,ahead,38.94,44.27,-20.13,-6.76,3,center,1,defensive_third,False,-18.34,-6.58,3,center,1,defensive_third,False,True,False,,False,True,0.0103,0.5436,0.8394,True,58,False,,,,,,,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,,,,,,,,,,,,,,,,
7_4,7,2002584,49,58,,00:03.9,00:04.8,0,3,0.9,1,1,left_to_right,7,passing_option,,,9106,R. Lewandowski,19,CF,24123,R. Araújo,6,RCB,264,FC Barcelona,9.91,13.6,2,half_space_left,2,middle_third,False,14.47,14.06,2,half_space_left,2,middle_third,False,8_0,28,,,,1_1,8,run_ahead_of_the_ball,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,4.06,5.76,1,forward,False,False,18.31,2,running,4.03,4.82,0.8,17.36,19.86,7.45,5.39,-2.06,35.14,32.64,-2.5,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,38.76,3,long,,,,,,32.17,1,forward,,,,,,,,,,True,10,4,6,3,ahead,3,ahead,36.01,38.76,-19.76,-6.8,3,center,1,defensive_third,False,-18.34,-6.58,3,center,1,defensive_third,False,False,False,,False,True,0.0109,0.5969,0.7749,True,58,False,,,,,,,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,,,,,,,,,,,,,,,,
1_2,8,2002584,59,70,,00:04.9,00:06.0,0,4,1.1,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,9106,R. Lewandowski,19,CF,24123,R. Araújo,6,RCB,264,FC Barcelona,14.97,14.09,2,half_space_left,2,middle_third,False,20.39,14.45,2,half_space_left,3,attacking_third,False,8_1,60,,,,,,,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,4.93,3.8,1,forward,False,False,17.79,2,running,4.93,5.06,0.12,20.2,24.81,5.23,4.42,-0.81,32.3,27.69,-4.61,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,39.04,41.84,-18.19,-6.52,3,center,1,defensive_third,False,-16.24,-5.77,3,center,2,middle_third,False,False,False,,False,True,0.0109,0.6228,0.8328,True,,True,3,False,,,,True,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
1_3,9,2002584,59,70,,00:04.9,00:06.0,0,4,1.1,1,1,left_to_right,1,off_ball_run,1,behind,16062,Raphinha,16,LW,24123,R. Araújo,6,RCB,264,FC Barcelona,17.23,20.79,1,wide_left,2,middle_third,False,24.53,22.38,1,wide_left,3,attacking_third,False,8_1,60,,,,,,,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,6.89,12.29,1,forward,False,False,24.38,3,hsr,6.01,5.48,-0.53,20.2,24.81,2.97,0.28,-2.69,32.3,27.69,-4.61,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,44.73,49.54,-18.19,-6.52,3,center,1,defensive_third,False,-16.24,-5.77,3,center,2,middle_third,False,True,False,,False,True,0.0103,0.595,0.8593,True,,True,3,False,True,False,False,True,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
